query,resp,rank,IAS,positive,negative,neutral,joy,anger,surprise,disgust,fear,sadness,trust,anticipation
Quale e la piramide egizia piu` alta ?,"Le Piramidi di Giza: dove si trovano e quante sono - idealista. Le piramidi dell’area di Giza sono 3 e il loro nomi sono, oltre alla Grande Piramide di Cheope, le piramidi di Chefren e Micerino. Insieme a queste costruzioni c’è anche la famosissima Sfinge.",4,Bing,31.34,24.99,43.66,12.36,12.15,11.89,10.89,13.7,11.97,14.81,12.23
Quale e la piramide egizia piu` alta ?,"Classifica delle 8 Piramidi più Grandi del Mondo - Travel365. La Piramide di Cheope, conosciuta anche come Grande Piramide di Giza o Piramide di Khufu, è la più antica nonché la più grande delle tre piramidi principali della necropoli di Giza, in Egitto. È la più vetusta delle sette meraviglie del mondo antico e l'unica ad essere ancora per lo più integra.",5,Bing,32.15,20.89,46.96,12.19,12.48,11.65,11.09,13.03,12.18,14.57,12.81
Quanto era alta la tomba del padre di Micerino?,"LA PIRAMIDE DI MICERINO - LA CIVILTA' EGIZIA. La piramide era alta in origine 65,5 m, (oggi 62 m), con una base quadrata di 103,4 m ed un’inclinazione di 51°20’25”. Secondo alcuni pare evidente una certa fretta da parte del costruttore che potrebbe averla edificata in più riprese, cosa che si deduce anche dall’uso di materiali vari, mattoni crudi da riempimento e varie tecniche.",1,Bing,33.31,27.22,39.47,11.45,12.63,11.19,11.6,12.85,10.86,16.07,13.34
Quanto era alta la tomba del padre di Micerino?,"La Piramide di Micerino | L'ultima piramide di Giza - Pyramid of Giza. Il complesso piramidale di Micerino, completato intorno al 2510 a.C., fu l'ultimo costruito sull'Altopiano di Giza. Si tratta della tomba del faraone egiziano Micerino, appartenente alla IV dinastia, che successe al trono di suo padre Chefren.",2,Bing,26.93,29.98,43.09,12.56,12.89,12.02,11.35,13.08,11.99,12.59,13.53
Quanto era alta la tomba del padre di Micerino?,"Piramide di Micerino - Wikipedia. La Piramide di Micerino o Menkaura, eretta nell'ultima area libera dell’ altopiano roccioso di Giza, era il cenotafio del sovrano denominato Neter Menkaura ossia «Divino [è] Micerino ». Altezza totale iniziale 65,5 metri. Altezza odierna 62 metri. Base quadrata con lato di 103,4 metri. Angolo basale 51°20'25"". Volume (arr) 252.500 m³.",3,Bing,28.32,26.09,45.59,11.72,11.71,13.17,10.65,12.98,11.04,14.3,14.43
Quanto era alta la tomba del padre di Micerino?,"La Piramide di Micerino, Guida alla Visita - ARCHE' TRAVEL. La Piramide di Micerino si trova all’interno della Necropoli di Giza, a 25 km dalla capitale Il Cairo, in Egitto. Questa monumentale scultura funeraria è collocata nella parte sud della piana, accanto alla Piramide di Chefren che, secondo gli storici, era suo padre.",4,Bing,28.41,21.45,50.14,12.64,12.39,13.42,10.0,12.68,11.33,14.3,13.24
Quanto era alta la tomba del padre di Micerino?,"La Piramide di Micerino - StorieParallele.it. La Piramide di Micerino, o Menkaure, è il cenotafio del Faraone Neter Menkaura. Situata a circa 450 metri a sud ovest rispetto alla piramide di Chefren, è la più piccola delle tre piramidi della piana: la struttura si presenta oggi con un’altezza di 62 metri su di una base quadrata con il lato di 103 metri circa.",5,Bing,27.64,24.47,47.88,11.6,12.63,13.02,10.25,12.72,10.93,14.65,14.21
quanto Ã¨ alta la tomba del padre di micerino,"Piramide di Micerino - Wikipedia. La Piramide di Micerino o Menkaura, eretta nell'ultima area libera dell’ altopiano roccioso di Giza, era il cenotafio del sovrano denominato Neter Menkaura ossia «Divino [è] Micerino ». Altezza totale iniziale 65,5 metri. Altezza odierna 62 metri. Base quadrata con lato di 103,4 metri. Angolo basale 51°20'25"". Volume (arr) 252.500 m³.",1,Bing,28.32,26.09,45.59,11.72,11.71,13.17,10.65,12.98,11.04,14.3,14.43
quanto Ã¨ alta la tomba del padre di micerino,"La Piramide di Micerino | L'ultima piramide di Giza - Pyramid of Giza. Il complesso piramidale di Micerino, completato intorno al 2510 a.C., fu l'ultimo costruito sull'Altopiano di Giza. Si tratta della tomba del faraone egiziano Micerino, appartenente alla IV dinastia, che successe al trono di suo padre Chefren.",2,Bing,26.93,29.98,43.09,12.56,12.89,12.02,11.35,13.08,11.99,12.59,13.53
quanto Ã¨ alta la tomba del padre di micerino,"Micerino - Wikipedia. Micerino è famoso per la sua tomba, la Piramide di Micerino, a Giza, e per la triadi statuarie che lo raffigurano affiancato da divinità o dalle consorti Khamerernebti II e Rakhetra [9]. Statua di Micerino e della regina Khamerernebti II, in grovacca, rinvenuta nel tempio mortuario del faraone a Giza. Museum of Fine Arts, Boston.",3,Bing,24.96,23.22,51.82,12.86,13.03,12.05,11.7,12.29,11.47,13.24,13.36
quanto Ã¨ alta la tomba del padre di micerino,"La Piramide di Micierino | Un Capolavoro Straordinario. Successivamente alla costruzione delle imponenti piramidi di suo padre Chefren e suo nonno Cheope, Micerino scelse di edificare la sua ultima dimora nell'ultima area disponibile dell'altopiano di Giza.",4,Bing,28.35,22.71,48.94,12.34,12.95,12.19,10.13,12.25,11.84,14.79,13.52
quanto Ã¨ alta la tomba del padre di micerino,"L’INTERNO DELLA PIRAMIDE DI MICERINO – LA CIVILTA' EGIZIA. La piramide di Micerino misura 103 m. di lato e 62 m. in altezza ed è quindi grande solo un decimo rispetto a quella di Cheope; nonostante ciò essa era un vero gioiello, in quanto fu costruita con blocchi di dimensioni maggiori ed era rivestita almeno per la parte inferiore di granito rosso di Assuan, una pietra pregiata, molto dura da ...",5,Bing,36.3,27.18,36.52,11.67,12.85,12.55,11.04,13.55,11.32,15.18,11.83
quanto Ã¨ alta la tomba del padre micerino,"Piramide di Micerino - Wikipedia. La Piramide di Micerino o Menkaura, eretta nell'ultima area libera dell’ altopiano roccioso di Giza, era il cenotafio del sovrano denominato Neter Menkaura ossia «Divino [è] Micerino ». Altezza totale iniziale 65,5 metri. Altezza odierna 62 metri. Base quadrata con lato di 103,4 metri. Angolo basale 51°20'25"". Volume (arr) 252.500 m³.",1,Bing,28.32,26.09,45.59,11.72,11.71,13.17,10.65,12.98,11.04,14.3,14.43
quanto Ã¨ alta la tomba del padre micerino,"Micerino - Wikipedia. Micerino è famoso per la sua tomba, la Piramide di Micerino, a Giza, e per la triadi statuarie che lo raffigurano affiancato da divinità o dalle consorti Khamerernebti II e Rakhetra [9]. Statua di Micerino e della regina Khamerernebti II, in grovacca, rinvenuta nel tempio mortuario del faraone a Giza. Museum of Fine Arts, Boston.",2,Bing,24.96,23.22,51.82,12.86,13.03,12.05,11.7,12.29,11.47,13.24,13.36
quanto Ã¨ alta la tomba del padre micerino,"La Piramide di Micerino | L'ultima piramide di Giza - Pyramid of Giza. Il complesso piramidale di Micerino, completato intorno al 2510 a.C., fu l'ultimo costruito sull'Altopiano di Giza. Si tratta della tomba del faraone egiziano Micerino, appartenente alla IV dinastia, che successe al trono di suo padre Chefren.",3,Bing,26.93,29.98,43.09,12.56,12.89,12.02,11.35,13.08,11.99,12.59,13.53
quanto Ã¨ alta la tomba del padre micerino,"L’INTERNO DELLA PIRAMIDE DI MICERINO – LA CIVILTA' EGIZIA. La piramide di Micerino misura 103 m. di lato e 62 m. in altezza ed è quindi grande solo un decimo rispetto a quella di Cheope; nonostante ciò essa era un vero gioiello, in quanto fu costruita con blocchi di dimensioni maggiori ed era rivestita almeno per la parte inferiore di granito rosso di Assuan, una pietra pregiata, molto dura da ...",4,Bing,36.3,27.18,36.52,11.67,12.85,12.55,11.04,13.55,11.32,15.18,11.83
quanto Ã¨ alta la tomba del padre micerino,"La Piramide di Micerino, Guida alla Visita - ARCHE' TRAVEL. Quanto è alta la Piramide di Micerino? La Piramide di Micerino è alta 62 metri.",5,Bing,23.73,18.92,57.35,11.28,12.63,13.5,10.06,13.32,10.12,14.58,14.51
quanto Ã¨ alta la tomba di Chefren,Piramide di Chefren - Wikipedia. La piramide appare più alta di quella di Cheope perché venne costruita su uno zoccolo di roccia alto circa 10 metri. La sua altezza apparirebbe ancora maggiore se non fosse priva di parte della cima e del pyramidion .,1,Bing,29.2,28.62,42.18,11.44,12.21,13.29,11.0,12.99,11.17,14.53,13.39
quanto Ã¨ alta la tomba di Chefren,"Piramide di Chefren, Piana di Giza, Sarcofago di Chefren ... - Egitto. Le dimensioni della piramide sfioravano i 144 metri in altezza (oggi 137 circa), i 215 metri di larghezza, per un volume totale di 2.230.000 m3. La piramide nella metà inferiore presenta dei grandi blocchi irregolari di pietra grezza; la piramide anche se di dimensioni inferiori, appare più alta di quella di Cheope perché è stata costruita ...",2,Bing,30.51,25.31,44.18,11.57,12.45,13.21,10.78,13.16,11.28,13.24,14.31
quanto Ã¨ alta la tomba di Chefren,"LA PIRAMIDE DI CHEFREN – LA CIVILTA' EGIZIA. La piramide di Chefren in origine doveva essere alta 143,5 m, (oggi 136,4), con i lati lunghi 215,25 m ed una pendenza 53°10′, il suo volume è pari a 2.230.000 metri cubi circa. Lo zoccolo di roccia alto 10 metri ha rafforzato la stabilità dalla costruzione al punto che i primi corsi di pietra sono scavati direttamente nel fondo ...",3,Bing,28.89,26.26,44.85,11.59,12.28,12.24,10.62,12.89,11.46,15.53,13.39
quanto Ã¨ alta la tomba di Chefren,"Quanto misura la maestosa piramide di Chefren? [2024]. La piramide di Chefren, situata nella necropoli di Giza in Egitto, è uno dei monumenti più imponenti dell’antico Egitto. Costruita intorno al 2500 a.C., questa piramide si erge maestosa con i suoi 143,5 metri di altezza, rendendola la seconda più alta delle piramidi di Giza.",4,Bing,27.02,23.53,49.45,11.2,12.37,13.14,11.38,13.42,11.59,13.6,13.29
quanto Ã¨ alta la tomba di Chefren,"Piramide di Chefren - Guida piramidi Egitto. Di pianta quadrata, con l’altezza di oltre 143 metri (attualmente è alta circa 136 metri) e il lato di base lungo oltre 215 metri, la piramide di Chefren è la seconda dopo quella di Cheope, suo padre e predecessore nel governo dell’Egitto.",5,Bing,26.32,24.52,49.17,11.51,13.38,13.5,10.33,12.29,10.38,15.6,13.01
quanto Ã¨ alta la tomba di micerino,"Piramide di Micerino - Wikipedia. La Piramide di Micerino o Menkaura, eretta nell'ultima area libera dell’ altopiano roccioso di Giza, era il cenotafio del sovrano denominato Neter Menkaura ossia «Divino [è] Micerino ». Altezza totale iniziale 65,5 metri. Altezza odierna 62 metri. Base quadrata con lato di 103,4 metri. Angolo basale 51°20'25"". Volume (arr) 252.500 m³.",1,Bing,28.32,26.09,45.59,11.72,11.71,13.17,10.65,12.98,11.04,14.3,14.43
quanto Ã¨ alta la tomba di micerino,"L’INTERNO DELLA PIRAMIDE DI MICERINO – LA CIVILTA' EGIZIA. La piramide di Micerino misura 103 m. di lato e 62 m. in altezza ed è quindi grande solo un decimo rispetto a quella di Cheope; nonostante ciò essa era un vero gioiello, in quanto fu costruita con blocchi di dimensioni maggiori ed era rivestita almeno per la parte inferiore di granito rosso di Assuan, una pietra pregiata, molto dura da ...",2,Bing,36.3,27.18,36.52,11.67,12.85,12.55,11.04,13.55,11.32,15.18,11.83
quanto Ã¨ alta la tomba di micerino,"LA PIRAMIDE DI MICERINO - LA CIVILTA' EGIZIA. La piramide era alta in origine 65,5 m, (oggi 62 m), con una base quadrata di 103,4 m ed un’inclinazione di 51°20’25”. Secondo alcuni pare evidente una certa fretta da parte del costruttore che potrebbe averla edificata in più riprese, cosa che si deduce anche dall’uso di materiali vari, mattoni crudi da riempimento e varie tecniche.",3,Bing,33.31,27.22,39.47,11.45,12.63,11.19,11.6,12.85,10.86,16.07,13.34
quanto Ã¨ alta la tomba di micerino,"La Piramide di Micerino | L'ultima piramide di Giza - Pyramid of Giza. Il complesso piramidale di Micerino, completato intorno al 2510 a.C., fu l'ultimo costruito sull'Altopiano di Giza. Si tratta della tomba del faraone egiziano Micerino, appartenente alla IV dinastia, che successe al trono di suo padre Chefren.",4,Bing,26.93,29.98,43.09,12.56,12.89,12.02,11.35,13.08,11.99,12.59,13.53
quanto Ã¨ alta la tomba di micerino,"La Piramide di Micerino: Quanto e Alta | NEURALWORD. La Piramide di Micerino è uno dei tesori più affascinanti dell’antico Egitto. Ma quanto è alta esattamente questa imponente struttura? In questo articolo, esploreremo le misure esatte della Piramide di Micerino e impareremo di più su questa meraviglia archeologica.",5,Bing,31.43,19.79,48.78,11.76,11.64,12.76,11.01,12.79,12.33,14.02,13.68
quanto Ã©l alta la tomba di micerino,"Piramide di Micerino - Wikipedia. La Piramide di Micerino o Menkaura, eretta nell'ultima area libera dell’ altopiano roccioso di Giza, era il cenotafio del sovrano denominato Neter Menkaura ossia «Divino [è] Micerino ». Altezza totale iniziale 65,5 metri. Altezza odierna 62 metri. Base quadrata con lato di 103,4 metri. Angolo basale 51°20'25"". Volume (arr) 252.500 m³.",1,Bing,28.32,26.09,45.59,11.72,11.71,13.17,10.65,12.98,11.04,14.3,14.43
quanto Ã©l alta la tomba di micerino,"L’INTERNO DELLA PIRAMIDE DI MICERINO – LA CIVILTA' EGIZIA. La piramide di Micerino misura 103 m. di lato e 62 m. in altezza ed è quindi grande solo un decimo rispetto a quella di Cheope; nonostante ciò essa era un vero gioiello, in quanto fu costruita con blocchi di dimensioni maggiori ed era rivestita almeno per la parte inferiore di granito rosso di Assuan, una pietra pregiata, molto dura da ...",2,Bing,36.3,27.18,36.52,11.67,12.85,12.55,11.04,13.55,11.32,15.18,11.83
quanto Ã©l alta la tomba di micerino,"La Piramide di Micerino: Quanto e Alta | NEURALWORD. La Piramide di Micerino, che misura circa 65 metri di altezza, è una delle meraviglie archeologiche più affascinanti dell’antico Egitto. Pur essendo meno alta rispetto alle altre due grandi piramidi di Giza, la sua importanza storica e culturale è indiscutibile.",3,Bing,35.88,22.44,41.68,11.45,11.79,12.01,11.62,13.39,12.25,14.65,12.85
quanto Ã©l alta la tomba di micerino,"LA PIRAMIDE DI MICERINO - LA CIVILTA' EGIZIA. Subito ci si trova in un corridoio discendente in granito rosa per la parte che attraversa il corpo della piramide, poi prosegue scavato nella roccia sottostante; in totale è lungo 32 metri con un’inclinazione di 26°2′ sbucando in una specie di “vestibolo” di 3,65 x 3,04 x 2,13 metri di altezza.",4,Bing,31.65,27.35,41.0,12.32,12.17,11.96,11.47,12.79,12.43,14.29,12.57
quanto Ã©l alta la tomba di micerino,"La piramide di Micerino: l’ultima delle tre piramidi - Viaggio in Egitto. La piramide di Micerino misura un totale di 103 metri di larghezza della base quadrata e 62 metri di altezza, dagli originali 65 diminuiti a causa dell’ erosione naturale e del cedimento dei materiali. La più piccola delle tre piramidi infatti, fu costruita intorno al 2600 a.C, come sepoltura del faraone Menkaure, reso in greco come ‘Micerino’.",5,Bing,27.49,24.05,48.46,11.57,11.84,12.18,10.94,13.38,12.35,14.09,13.65
regioni italÃ©8iane con piu` squadre di pallavolo,"Categoria:Pallavolo in Italia per regione - Wikipedia. Questa categoria contiene le 15 sottocategorie indicate di seguito, su un totale di 15.",1,Bing,29.76,21.38,48.85,12.25,13.04,12.63,10.34,12.05,10.83,15.66,13.2
regioni italÃ©8iane con piu` squadre di pallavolo,"42 squadre per il Trofeo delle Regioni - IlDispaccio. Sono solo alcuni dei numeri dell’AeQuilibrium Cup – Trofeo delle Regioni, la più importante delle competizioni italiane di pallavolo giovanile, organizzato sul territorio dalla FIPAV (Federazione italiana pallavolo) con il supporto dei suoi Comitati territoriali e dell’amministrazione comunale, presentato ieri, nel corso di un incontro ...",2,Bing,25.53,19.16,55.31,13.34,11.48,13.25,10.64,12.65,10.9,14.24,13.5
regioni italÃ©8iane con piu` squadre di pallavolo,"Squadre di pallavolo italiane: le più titolate e le più forti del momento. Le squadre di pallavolo italiane che si sono distinte negli ultimi tempi sono davvero tante. Sia nel Campionato maschile che in quello femminile, sono diversi i team di volley che hanno raggiunto grandi risultati recentemente. Scopriamo insieme quali sono i più forti del momento in entrambe le categorie.",3,Bing,34.01,24.92,41.07,15.67,11.43,13.98,10.51,11.94,11.84,12.22,12.41
regioni italÃ©8iane con piu` squadre di pallavolo,"Le categorie della pallavolo in Italia - Primo Tempo. Per quanto riguarda il campionato di pallavolo femminile, il massimo torneo nazionale è il campionato di serie A, organizzato, su mandato della FIPAV (la Federazione Italiana Pallavolo) dalla Lega Pallavolo Serie A femminile.",4,Bing,26.28,25.32,48.39,14.28,10.92,13.33,10.63,11.73,11.27,13.89,13.97
regioni italÃ©8iane con piu` squadre di pallavolo,"Pallavolo: quali sono le categorie del volley in Italia - Barcalcio. La Serie A1 ed A2 sono invece di competenza della Lega Pallavolo Serie A ed il suo corrispettivo femminile. Fra gli uomini la Serie A2 è composta da due gironi di 10 squadre ciascuno. Al termine della stagione composta da regular season, pool promozione e play-offs, la vincente accede alla Serie A1.",5,Bing,28.1,25.11,46.79,14.22,12.05,13.37,9.93,11.26,10.59,14.21,14.37
