QID,Query,Prompt Type,Task Sentiment,IAS,Resp,Rank,date_generated
qGEN101,dove si trova la piramide di Cheope?,General,,Bing,"Piramide di Cheope - Wikipedia. La Piramide di Cheope, conosciuta anche come Grande Piramide di Giza o Piramide di Khufu, è la più antica e la più grande delle tre piramidi principali della necropoli di Giza. È la più antica delle sette meraviglie del mondo antico ed è l'unica pervenuta pressoché integra ai giorni nostri.",1,2020
qGEN102,dove si trova la piramide di Cheope?,General,,Bing,"Cheope - Wikipedia. La seconda fonte è stata individuata nell'intercapedine che si trova sopra al soffitto della camera sepolcrale di Cheope all'interno della Grande Piramide: una delle iscrizioni all'interno di questo ambiente menziona una squadra di lavoratori chiamata ""Amici di Khufu"" e accanto vi è un riferimento all'anno del 17º censimento del bestiame ...",2,2020
qGEN103,dove si trova la piramide di Cheope?,General,,Bing,"La Grande Piramide di Cheope - Studia Rapido. La cella del faraone, generalmente collocata alla base della costruzione, si trova qui eccezionalmente quasi al centro, sormontata da 9 monoliti di granito. Interno della piramide di Cheope. La piramide di Cheope era interamente ricoperta da lastre di calcare bianco sulle quali erano scolpiti dei geroglifici.",3,2020
qGEN104,dove si trova la piramide di Cheope?,General,,Bing,Nella piramide di Cheope c’è una stanza dei misteri. Forse .... Nella piramide di Cheope c’è una stanza dei misteri. Forse è quella del tesoro. Scoperta di un team internazionale con uno “scanner” che individua le interazioni dei raggi cosmici con il ...,4,2020
qGEN105,dove si trova la piramide di Cheope?,General,,Bing,"La piramide, un luogo dove si è fatta la storia. La grande piramide, quella di Cheope, è alta 146 metri, occupa un’area di 50000 metri quadrati ed è composta di sei milioni circa di tonnellate di pietra. Quella di Chefren è leggermente più piccola, la terza, quella di Micerino, occupa meno ... • Dove si trova la necropoli di Gizah? ...",5,2020
qGEN111,tornado velocita ,General,,Bing,"Come nasce un tornado - National Geographic Come nasce un tornado - National Geographic Come nasce un tornado - National Geographic Come nasce un tornado - National Geographic Come nasce un tornado - National Geographic Come nasce un tornado - National Geographic Come nasce un tornado - National Geographic Come nasce un tornado - National Geographic Come nasce un tornado - National Geographic Come nasce un tornado - National Geographic. I tornado sono imbuti verticali formati da aria che ruota a velocità elevate, i cui venti possono raggiungere i 400 chilometri l'ora e spazzare un'area larga 1,6 chilometri e lunga 80. Questo fenomeno naturale ha origine dai temporali spesso accompagnati da grandine e può essere particolarmente ... I tornado sono imbuti verticali formati da aria che ruota a velocità elevate, i cui venti possono raggiungere i 400 chilometri l'ora e spazzare un'area larga 1,6 chilometri e lunga 80. Questo fenomeno naturale ha origine dai temporali spesso accompagnati da grandine e può essere particolarmente ... I tornado sono imbuti verticali formati da aria che ruota a velocità elevate, i cui venti possono raggiungere i 400 chilometri l'ora e spazzare un'area larga 1,6 chilometri e lunga 80. Questo fenomeno naturale ha origine dai temporali spesso accompagnati da grandine e può essere particolarmente ... I tornado sono imbuti verticali formati da aria che ruota a velocità elevate, i cui venti possono raggiungere i 400 chilometri l'ora e spazzare un'area larga 1,6 chilometri e lunga 80. Questo fenomeno naturale ha origine dai temporali spesso accompagnati da grandine e può essere particolarmente ... I tornado sono imbuti verticali formati da aria che ruota a velocità elevate, i cui venti possono raggiungere i 400 chilometri l'ora e spazzare un'area larga 1,6 chilometri e lunga 80. Questo fenomeno naturale ha origine dai temporali spesso accompagnati da grandine e può essere particolarmente ... I tornado sono imbuti verticali formati da aria che ruota a velocità elevate, i cui venti possono raggiungere i 400 chilometri l'ora e spazzare un'area larga 1,6 chilometri e lunga 80. Questo fenomeno naturale ha origine dai temporali spesso accompagnati da grandine e può essere particolarmente ... I tornado sono imbuti verticali formati da aria che ruota a velocità elevate, i cui venti possono raggiungere i 400 chilometri l'ora e spazzare un'area larga 1,6 chilometri e lunga 80. Questo fenomeno naturale ha origine dai temporali spesso accompagnati da grandine e può essere particolarmente ... I tornado sono imbuti verticali formati da aria che ruota a velocità elevate, i cui venti possono raggiungere i 400 chilometri l'ora e spazzare un'area larga 1,6 chilometri e lunga 80. Questo fenomeno naturale ha origine dai temporali spesso accompagnati da grandine e può essere particolarmente ... I tornado sono imbuti verticali formati da aria che ruota a velocità elevate, i cui venti possono raggiungere i 400 chilometri l'ora e spazzare un'area larga 1,6 chilometri e lunga 80. Questo fenomeno naturale ha origine dai temporali spesso accompagnati da grandine e può essere particolarmente ... I tornado sono imbuti verticali formati da aria che ruota a velocità elevate, i cui venti possono raggiungere i 400 chilometri l'ora e spazzare un'area larga 1,6 chilometri e lunga 80. Questo fenomeno naturale ha origine dai temporali spesso accompagnati da grandine e può essere particolarmente ...",1,2020
qGEN112,tornado velocita ,General,,Bing,"F18 vs. Tornado - for Youtube Germany - YouTube. F18 vs. Tornado Original Video with Soundtrack : ""Fuel"", Metallica For Youtube in Germany the Song is replaced by AudioSwap",2,2020
qGEN113,tornado velocita ,General,,Bing,"Tornado in 4K UHD - YouTube. The Wray, Colorado tornado from May 7, 2016. 2:29 Power-flash as the tornado crosses highway 385 3:34 Listen to the tornado's roar 3:57 Satellite vortex to the right of the tornado Filmed and ...",3,2020
qGEN114,tornado velocita ,General,,Bing,Aerei Militari - Tornado IDS dati tecnici. Questo sito tratta di aerei militari moderni. Sono presenti numerose schede tecniche contenenti dati tecnici dettagliati e numerose foto.,4,2020
qGEN115,tornado velocita ,General,,Bing,"Tromba d'aria - Wikipedia. Il tornado più violento degli Stati Uniti si verificò il 18 maggio 1925 in Missouri, Illinois e Indiana. Il tornado percorse oltre 350 chilometri attraverso questi 3 stati uccidendo 689 persone e ferendone quasi 200. Un altro record si verificò con il maggior numero di tornado simultanei.",5,2020
qGEN121,vulcano attivo antico ,General,,Bing,"Etna - Wikipedia Etna - Wikipedia Etna - Wikipedia Etna - Wikipedia Etna - Wikipedia. L'Etna o Mongibello è un vulcano siciliano originatosi nel Quaternario e rappresenta il vulcano attivo terrestre più alto della placca euroasiatica.Le sue frequenti eruzioni nel corso della storia hanno modificato, a volte anche profondamente, il paesaggio circostante, arrivando più volte a minacciare le popolazioni che nei millenni si sono insediate intorno a esso. L'Etna o Mongibello è un vulcano siciliano originatosi nel Quaternario e rappresenta il vulcano attivo terrestre più alto della placca euroasiatica.Le sue frequenti eruzioni nel corso della storia hanno modificato, a volte anche profondamente, il paesaggio circostante, arrivando più volte a minacciare le popolazioni che nei millenni si sono insediate intorno a esso. L'Etna o Mongibello è un vulcano siciliano originatosi nel Quaternario e rappresenta il vulcano attivo terrestre più alto della placca euroasiatica.Le sue frequenti eruzioni nel corso della storia hanno modificato, a volte anche profondamente, il paesaggio circostante, arrivando più volte a minacciare le popolazioni che nei millenni si sono insediate intorno a esso. L'Etna o Mongibello è un vulcano siciliano originatosi nel Quaternario e rappresenta il vulcano attivo terrestre più alto della placca euroasiatica.Le sue frequenti eruzioni nel corso della storia hanno modificato, a volte anche profondamente, il paesaggio circostante, arrivando più volte a minacciare le popolazioni che nei millenni si sono insediate intorno a esso. L'Etna o Mongibello è un vulcano siciliano originatosi nel Quaternario e rappresenta il vulcano attivo terrestre più alto della placca euroasiatica.Le sue frequenti eruzioni nel corso della storia hanno modificato, a volte anche profondamente, il paesaggio circostante, arrivando più volte a minacciare le popolazioni che nei millenni si sono insediate intorno a esso.",1,2020
qGEN122,vulcano attivo antico ,General,,Bing,"Vulcano Marsili attivo: il rischio è reale. Il vulcano Marsili è attivo. Una fortissima scossa di magnitudo 4.4 è stata registrata nel Mar Tirreno due giorni fa alle 21:15, mentre nelle 48 ore consecutive è stato registrato uno sciame ...",2,2020
qGEN123,vulcano attivo antico ,General,,Bing,"Vesuvio - Wikipedia. Il Parco nasce poi dall'esigenza di valorizzare e difendere il Vesuvio. Esso rappresenta il tipico esempio di vulcano a recinto, costituito da un cono esterno tronco, il Monte Somma, (spento e con una cinta craterica in buona parte demolita) entro il quale si trova un cono più piccolo (che rappresenta il Vesuvio, ancora attivo).",3,2020
qGEN124,vulcano attivo antico ,General,,Bing,"L'Etna: il vulcano attivo più antico del mondo! - Meteo Web. L’Etna: il vulcano attivo più antico del mondo! da Marcello Poggi 20 Marzo 2013 12:30. ... Ma è anche un vulcano da record per la sua attività, che dura da ben 350 mila anni, mentre ...",4,2020
