Query,Prompt Type,IAS,Resp,Rank,date_generated
quanto Ã¨ alta la tomba del padre micerino,General,Bing,"Micerino - Wikipedia. Micerino è famoso per la sua tomba, la Piramide di Micerino, a Giza, e per la triadi statuarie che lo raffigurano affiancato da divinità o dalle consorti Khamerernebti II e Rakhetra [9]. Statua di Micerino e della regina Khamerernebti II, in grovacca, rinvenuta nel tempio mortuario del faraone a Giza. Museum of Fine Arts, Boston.",2,2025_01_29
quanto Ã¨ alta la tomba del padre micerino,General,Bing,"La Piramide di Micerino | L'ultima piramide di Giza - Pyramid of Giza. Il complesso piramidale di Micerino, completato intorno al 2510 a.C., fu l'ultimo costruito sull'Altopiano di Giza. Si tratta della tomba del faraone egiziano Micerino, appartenente alla IV dinastia, che successe al trono di suo padre Chefren.",3,2025_01_29
quanto Ã¨ alta la tomba del padre micerino,General,Bing,"L’INTERNO DELLA PIRAMIDE DI MICERINO – LA CIVILTA' EGIZIA. La piramide di Micerino misura 103 m. di lato e 62 m. in altezza ed è quindi grande solo un decimo rispetto a quella di Cheope; nonostante ciò essa era un vero gioiello, in quanto fu costruita con blocchi di dimensioni maggiori ed era rivestita almeno per la parte inferiore di granito rosso di Assuan, una pietra pregiata, molto dura da ...",4,2025_01_29
quanto Ã¨ alta la tomba del padre micerino,General,Bing,"La Piramide di Micerino, Guida alla Visita - ARCHE' TRAVEL. Quanto è alta la Piramide di Micerino? La Piramide di Micerino è alta 62 metri.",5,2025_01_29
quanto Ã¨ alta la tomba di Chefren,General,Bing,Piramide di Chefren - Wikipedia. La piramide appare più alta di quella di Cheope perché venne costruita su uno zoccolo di roccia alto circa 10 metri. La sua altezza apparirebbe ancora maggiore se non fosse priva di parte della cima e del pyramidion .,1,2025_01_29
quanto Ã¨ alta la tomba di Chefren,General,Bing,"Piramide di Chefren, Piana di Giza, Sarcofago di Chefren ... - Egitto. Le dimensioni della piramide sfioravano i 144 metri in altezza (oggi 137 circa), i 215 metri di larghezza, per un volume totale di 2.230.000 m3. La piramide nella metà inferiore presenta dei grandi blocchi irregolari di pietra grezza; la piramide anche se di dimensioni inferiori, appare più alta di quella di Cheope perché è stata costruita ...",2,2025_01_29
quanto Ã¨ alta la tomba di Chefren,General,Bing,"LA PIRAMIDE DI CHEFREN – LA CIVILTA' EGIZIA. La piramide di Chefren in origine doveva essere alta 143,5 m, (oggi 136,4), con i lati lunghi 215,25 m ed una pendenza 53°10′, il suo volume è pari a 2.230.000 metri cubi circa. Lo zoccolo di roccia alto 10 metri ha rafforzato la stabilità dalla costruzione al punto che i primi corsi di pietra sono scavati direttamente nel fondo ...",3,2025_01_29
quanto Ã¨ alta la tomba di Chefren,General,Bing,"Quanto misura la maestosa piramide di Chefren? [2024]. La piramide di Chefren, situata nella necropoli di Giza in Egitto, è uno dei monumenti più imponenti dell’antico Egitto. Costruita intorno al 2500 a.C., questa piramide si erge maestosa con i suoi 143,5 metri di altezza, rendendola la seconda più alta delle piramidi di Giza.",4,2025_01_29
quanto Ã¨ alta la tomba di Chefren,General,Bing,"Piramide di Chefren - Guida piramidi Egitto. Di pianta quadrata, con l’altezza di oltre 143 metri (attualmente è alta circa 136 metri) e il lato di base lungo oltre 215 metri, la piramide di Chefren è la seconda dopo quella di Cheope, suo padre e predecessore nel governo dell’Egitto.",5,2025_01_29
quanto Ã¨ alta la tomba di micerino,General,Bing,"Piramide di Micerino - Wikipedia. La Piramide di Micerino o Menkaura, eretta nell'ultima area libera dell’ altopiano roccioso di Giza, era il cenotafio del sovrano denominato Neter Menkaura ossia «Divino [è] Micerino ». Altezza totale iniziale 65,5 metri. Altezza odierna 62 metri. Base quadrata con lato di 103,4 metri. Angolo basale 51°20'25"". Volume (arr) 252.500 m³.",1,2025_01_29
quanto Ã¨ alta la tomba di micerino,General,Bing,"L’INTERNO DELLA PIRAMIDE DI MICERINO – LA CIVILTA' EGIZIA. La piramide di Micerino misura 103 m. di lato e 62 m. in altezza ed è quindi grande solo un decimo rispetto a quella di Cheope; nonostante ciò essa era un vero gioiello, in quanto fu costruita con blocchi di dimensioni maggiori ed era rivestita almeno per la parte inferiore di granito rosso di Assuan, una pietra pregiata, molto dura da ...",2,2025_01_29
quanto Ã¨ alta la tomba di micerino,General,Bing,"LA PIRAMIDE DI MICERINO - LA CIVILTA' EGIZIA. La piramide era alta in origine 65,5 m, (oggi 62 m), con una base quadrata di 103,4 m ed un’inclinazione di 51°20’25”. Secondo alcuni pare evidente una certa fretta da parte del costruttore che potrebbe averla edificata in più riprese, cosa che si deduce anche dall’uso di materiali vari, mattoni crudi da riempimento e varie tecniche.",3,2025_01_29
quanto Ã¨ alta la tomba di micerino,General,Bing,"La Piramide di Micerino | L'ultima piramide di Giza - Pyramid of Giza. Il complesso piramidale di Micerino, completato intorno al 2510 a.C., fu l'ultimo costruito sull'Altopiano di Giza. Si tratta della tomba del faraone egiziano Micerino, appartenente alla IV dinastia, che successe al trono di suo padre Chefren.",4,2025_01_29
quanto Ã¨ alta la tomba di micerino,General,Bing,"La Piramide di Micerino: Quanto e Alta | NEURALWORD. La Piramide di Micerino è uno dei tesori più affascinanti dell’antico Egitto. Ma quanto è alta esattamente questa imponente struttura? In questo articolo, esploreremo le misure esatte della Piramide di Micerino e impareremo di più su questa meraviglia archeologica.",5,2025_01_29
quanto Ã©l alta la tomba di micerino,General,Bing,"Piramide di Micerino - Wikipedia. La Piramide di Micerino o Menkaura, eretta nell'ultima area libera dell’ altopiano roccioso di Giza, era il cenotafio del sovrano denominato Neter Menkaura ossia «Divino [è] Micerino ». Altezza totale iniziale 65,5 metri. Altezza odierna 62 metri. Base quadrata con lato di 103,4 metri. Angolo basale 51°20'25"". Volume (arr) 252.500 m³.",1,2025_01_29
quanto Ã©l alta la tomba di micerino,General,Bing,"L’INTERNO DELLA PIRAMIDE DI MICERINO – LA CIVILTA' EGIZIA. La piramide di Micerino misura 103 m. di lato e 62 m. in altezza ed è quindi grande solo un decimo rispetto a quella di Cheope; nonostante ciò essa era un vero gioiello, in quanto fu costruita con blocchi di dimensioni maggiori ed era rivestita almeno per la parte inferiore di granito rosso di Assuan, una pietra pregiata, molto dura da ...",2,2025_01_29
quanto Ã©l alta la tomba di micerino,General,Bing,"La Piramide di Micerino: Quanto e Alta | NEURALWORD. La Piramide di Micerino, che misura circa 65 metri di altezza, è una delle meraviglie archeologiche più affascinanti dell’antico Egitto. Pur essendo meno alta rispetto alle altre due grandi piramidi di Giza, la sua importanza storica e culturale è indiscutibile.",3,2025_01_29
quanto Ã©l alta la tomba di micerino,General,Bing,"LA PIRAMIDE DI MICERINO - LA CIVILTA' EGIZIA. Subito ci si trova in un corridoio discendente in granito rosa per la parte che attraversa il corpo della piramide, poi prosegue scavato nella roccia sottostante; in totale è lungo 32 metri con un’inclinazione di 26°2′ sbucando in una specie di “vestibolo” di 3,65 x 3,04 x 2,13 metri di altezza.",4,2025_01_29
quanto Ã©l alta la tomba di micerino,General,Bing,"La piramide di Micerino: l’ultima delle tre piramidi - Viaggio in Egitto. La piramide di Micerino misura un totale di 103 metri di larghezza della base quadrata e 62 metri di altezza, dagli originali 65 diminuiti a causa dell’ erosione naturale e del cedimento dei materiali. La più piccola delle tre piramidi infatti, fu costruita intorno al 2600 a.C, come sepoltura del faraone Menkaure, reso in greco come ‘Micerino’.",5,2025_01_29
regioni italÃ©8iane con piu` squadre di pallavolo,General,Bing,"Categoria:Pallavolo in Italia per regione - Wikipedia. Questa categoria contiene le 15 sottocategorie indicate di seguito, su un totale di 15.",1,2025_01_29
regioni italÃ©8iane con piu` squadre di pallavolo,General,Bing,"42 squadre per il Trofeo delle Regioni - IlDispaccio. Sono solo alcuni dei numeri dell’AeQuilibrium Cup – Trofeo delle Regioni, la più importante delle competizioni italiane di pallavolo giovanile, organizzato sul territorio dalla FIPAV (Federazione italiana pallavolo) con il supporto dei suoi Comitati territoriali e dell’amministrazione comunale, presentato ieri, nel corso di un incontro ...",2,2025_01_29
regioni italÃ©8iane con piu` squadre di pallavolo,General,Bing,"Squadre di pallavolo italiane: le più titolate e le più forti del momento. Le squadre di pallavolo italiane che si sono distinte negli ultimi tempi sono davvero tante. Sia nel Campionato maschile che in quello femminile, sono diversi i team di volley che hanno raggiunto grandi risultati recentemente. Scopriamo insieme quali sono i più forti del momento in entrambe le categorie.",3,2025_01_29
regioni italÃ©8iane con piu` squadre di pallavolo,General,Bing,"Le categorie della pallavolo in Italia - Primo Tempo. Per quanto riguarda il campionato di pallavolo femminile, il massimo torneo nazionale è il campionato di serie A, organizzato, su mandato della FIPAV (la Federazione Italiana Pallavolo) dalla Lega Pallavolo Serie A femminile.",4,2025_01_29
regioni italÃ©8iane con piu` squadre di pallavolo,General,Bing,"Pallavolo: quali sono le categorie del volley in Italia - Barcalcio. La Serie A1 ed A2 sono invece di competenza della Lega Pallavolo Serie A ed il suo corrispettivo femminile. Fra gli uomini la Serie A2 è composta da due gironi di 10 squadre ciascuno. Al termine della stagione composta da regular season, pool promozione e play-offs, la vincente accede alla Serie A1.",5,2025_01_29
tre animali a rischio di estinzione,General,Bing,"26 specie animali che l’uomo sta spingendo verso l’estinzione. La Lista rossa dell’Unione Internazionale per la Conservazione della Natura, ovvero la fonte di informazioni più completa sullo stato di rischio di estinzione globale di specie animali, fungine e vegetali, ha stimato l’esistenza di 138.300 specie ad oggi, di cui il 28% è a rischio di estinzione.",1,2025_01_29
tre animali a rischio di estinzione,General,Bing,"Animali a rischio di estinzione, i primi 10 | Wired Italia. Secondo gli studiosi, a oggi, una percentuale compresa tra l’1 e il 2,5% delle specie di uccelli, mammiferi, anfibi, rettili e pesci si è già estinto. Tuttavia, i tentativi di...",2,2025_01_29
tre animali a rischio di estinzione,General,Bing,"10 animali a rischio estinzione che forse non conosci - Fanpage.it. Secondo l’ IUCN, l'Unione Internazionale per la Conservazione della Natura, a oggi oltre 45.300 specie animali e vegetali che rischiano di estinguersi. La maggior parte (il 41%) sono anfibi, il...",3,2025_01_29
tre animali a rischio di estinzione,General,Bing,"10 animali in via di estinzione: le specie a rischio - Ecocentrica. Riuscite ad immagine un mondo senza gorilla, rinoceronti, elefanti e tartarughe giganti? Sono solo alcune delle più importanti flag species – specie bandiera simbolo di interi ecosistemi – che rischiano la totale estinzione in natura entro pochi decenni.",4,2025_01_29
tre animali a rischio di estinzione,General,Bing,"Animali che sono più a rischio estinzione - Non Sprecare. Scimmie, lemuri, scimmioni, loris lenti e moltissime altre specie di primati rischiano l’estinzione definitiva. Per ora a rischiare sono più della metà, circa il 60 per cento, ma ci sono seri dubbi sulla capacità di sopravvivenza di oltre 300 di queste specie, tra le quali gorilla, gibboni, marmosetta, lemuri e loris e scimpanzè.",5,2025_01_29
tre animali a rischio estinzione,General,Bing,"26 specie animali che l’uomo sta spingendo verso l’estinzione. La Lista rossa dell’Unione Internazionale per la Conservazione della Natura, ovvero la fonte di informazioni più completa sullo stato di rischio di estinzione globale di specie animali, fungine e vegetali, ha stimato l’esistenza di 138.300 specie ad oggi, di cui il 28% è a rischio di estinzione.",1,2025_01_29
tre animali a rischio estinzione,General,Bing,"Animali a rischio di estinzione, i primi 10 - Wired Italia. Secondo gli studiosi, a oggi, una percentuale compresa tra l’1 e il 2,5% delle specie di uccelli, mammiferi, anfibi, rettili e pesci si è già estinto. Tuttavia, i tentativi di...",2,2025_01_29
tre animali a rischio estinzione,General,Bing,"10 animali in via di estinzione: le specie a rischio - Ecocentrica. I 10 animali più a rischio di estinzione al mondo e da salvare: quali altre specie stanno sparendo oltre a gorilla, tartarughe ed elefanti? Con Ecocentrica.",3,2025_01_29
tre animali a rischio estinzione,General,Bing,Animali in via d'estinzione in Europa - AnimalPedia. Vi siete mai chiesti quali siano le specie di animali a maggior rischio di estinzione in Europa? In questo articolo di AnimalPedia andremo a conoscerle. Animali in via d'estinzione in Africa.,4,2025_01_29
tre animali a rischio estinzione,General,Bing,"Animali in via d’estinzione: 10 specie a rischio in Italia e nel mondo. Cambiamento climatico, deforestazione e bracconaggio: sono solo alcune delle principali cause che portano ogni anno all’estinzione di centinaia di specie animali. Ma cosa possiamo fare per fermare questo triste fenomeno? Scopriamolo insieme.",5,2025_01_29
tre animali in via di estinzione,General,Bing,"26 specie animali che l’uomo sta spingendo verso l’estinzione. In questo momento cruciale della storia della Terra, diamo uno sguardo ai 26 animali destinati all’estinzione se non vengono intraprese da subito azioni urgenti, e ascoltiamo la voce degli ambientalisti che stanno cercando di riscrivere il capitolo finale delle loro straordinarie storie.",1,2025_01_29
tre animali in via di estinzione,General,Bing,"Animali a rischio di estinzione, i primi 10 | Wired Italia. Secondo gli studiosi, a oggi, una percentuale compresa tra l’1 e il 2,5% delle specie di uccelli, mammiferi, anfibi, rettili e pesci si è già estinto. Tuttavia, i tentativi di...",2,2025_01_29
tre animali in via di estinzione,General,Bing,"10 animali a rischio estinzione che forse non conosci - Fanpage.it. Secondo l’ IUCN, l'Unione Internazionale per la Conservazione della Natura, a oggi oltre 45.300 specie animali e vegetali che rischiano di estinguersi. La maggior parte (il 41%) sono anfibi, il...",3,2025_01_29
